State/Province,merged_clade,collection_date
Oklahoma,delta1a-02B,2016
South Dakota,cluster_iva-02B,2016
Iowa,delta1b-02A,2016
Oklahoma,cluster_iva-02B,2016
Illinois,cluster_iva-02B,2016
Indiana,cluster_iva-02B,2016
Iowa,alpha-02B,2016
North Carolina,cluster_iva-02B,2016
Michigan,2010.1-02A,2016
Iowa,delta1a-02A,2016
Minnesota,delta1a-02B,2016
Minnesota,2010.1-02A,2016
Iowa,2010.1-02A,2016
Oklahoma,2010.1-02A,2016
Iowa,2010.1-02A,2016
Iowa,delta1a-02A,2016
Indiana,delta1a-02B,2016
Indiana,delta1b-02A,2016
North Carolina,delta2-98B,2016
Iowa,delta1a-02B,2016
Nebraska,delta1a-02A,2016
Illinois,delta1a-02B,2016
Iowa,2010.1-02A,2016
Nebraska,delta1b-02A,2016
North Carolina,delta2-98B,2016
Illinois,delta2-98B,2016
Iowa,cluster_iva-02B,2016
Iowa,delta1a-02A,2016
California,delta1b-02A,2016
Indiana,delta2-98B,2016
Iowa,2010.1-02A,2016
Iowa,delta1b-02B,2016
Iowa,cluster_iva-02B,2016
Iowa,alpha-02B,2016
North Carolina,delta2-98B,2016
Illinois,delta1a-02B,2016
Illinois,delta2-98B,2016
North Carolina,delta2-98B,2016
Indiana,delta2-98B,2016
North Carolina,alpha-02B,2016
Iowa,2010.1-02A,2016
Minnesota,alpha-02B,2016
Nebraska,cluster_iva-02B,2016
North Carolina,alpha-02B,2016
Kansas,alpha-02B,2016
Minnesota,2010.1-02B,2016
Illinois,delta1a-02B,2016
Missouri,delta1a-02B,2016
Iowa,delta2-98B,2016
Iowa,delta1a-02A,2016
Minnesota,2010.1-02A,2016
North Carolina,delta2-98B,2016
North Carolina,cluster_iva-02B,2016
Minnesota,cluster_ivb-02B,2016
Nebraska,cluster_iva-02B,2016
North Carolina,cluster_ivb-02B,2016
South Dakota,delta1b-02A,2016
Iowa,2010.1-02B,2016
Iowa,2010.1-02A,2016
Iowa,delta1a-02B,2016
North Carolina,cluster_iva-02B,2016
Iowa,alpha-02B,2016
North Carolina,delta2-98B,2016
North Carolina,delta2-98B,2016
Nebraska,delta1a-02A,2016
Iowa,delta1a-02B,2016
North Carolina,cluster_iva-02B,2016
Nebraska,delta1b-02A,2016
Iowa,delta1a-02A,2016
Iowa,2010.1-02A,2016
Kansas,delta1b-02A,2016
Illinois,delta1a-02B,2016
Iowa,gamma-02B,2016
Iowa,delta1a-02B,2016
Iowa,cluster_iv-02A,2016
Iowa,2010.1-02A,2016
Minnesota,2010.1-02A,2016
North Carolina,alpha-02B,2016
Iowa,delta1b-02A,2016
Iowa,2010.1-02A,2016
Illinois,2010.1-02A,2016
Iowa,alpha-02B,2016
North Carolina,delta2-98B,2016
North Carolina,delta2-98B,2016
Iowa,delta1a-02B,2016
Indiana,delta1a-02B,2016
Iowa,2010.1-02A,2016
Iowa,2010.1-02A,2016
Iowa,alpha-02B,2016
Missouri,delta1a-02A,2016
Illinois,delta1a-02B,2016
Iowa,delta1a-02A,2016
Iowa,2010.1-02A,2016
Iowa,delta2-98B,2016
Iowa,delta1a-02B,2016
North Carolina,delta2-02B,2016
Iowa,delta1b-02A,2016
Iowa,2010.1-02A,2016
Iowa,delta2-98B,2016
Iowa,2010.1-02A,2016
Minnesota,delta1a-02B,2016
Iowa,delta1a-02A,2016
Iowa,delta2-98B,2016
Iowa,delta1b-02A,2016
Nebraska,delta1a-02B,2016
North Dakota,cluster_iva-02A,2016
Ohio,delta1a-02B,2016
South Carolina,delta2-98B,2016
Iowa,cluster_ivb-02B,2016
Kansas,alpha-02B,2016
Minnesota,delta1a-02A,2016
North Carolina,delta2-02B,2016
Illinois,delta1a-02B,2016
Iowa,delta1a-02B,2016
Iowa,delta1a-02B,2016
Kansas,delta1b-02B,2016
Iowa,delta2-98B,2016
Iowa,delta2-98B,2016
Iowa,delta1a-02B,2016
Iowa,delta1a-02B,2016
Minnesota,2010.1-02B,2016
Missouri,2010.1-02A,2016
North Carolina,delta2-98B,2016
Iowa,2010.1-02A,2016
North Carolina,alpha-02B,2016
Iowa,delta1b-02A,2016
North Carolina,cluster_iva-02B,2016
North Carolina,delta2-98B,2016
Ohio,2010.1-02A,2016
Illinois,delta1a-02B,2016
Iowa,cluster_iv-02A,2016
Illinois,2010.1-02A,2016
Iowa,2010.1-02A,2016
Illinois,delta1a-02A,2016
Iowa,delta1a-02B,2016
Minnesota,2010.1-02B,2016
North Carolina,delta2-98B,2016
North Carolina,alpha-02B,2016
North Carolina,delta2-98B,2016
Ohio,2010.1-02A,2016
Illinois,delta1a-02B,2016
South Dakota,2010.1-02B,2016
Iowa,delta1a-02B,2016
North Carolina,alpha-02B,2016
Iowa,delta1a-02B,2016
Iowa,2010.1-02A,2016
Minnesota,2010.1-02A,2016
Nebraska,delta1b-02A,2016
Ohio,delta1a-02B,2016
Illinois,2010.1-02A,2016
Iowa,cluster_iva-02B,2016
Iowa,delta1a-02B,2016
Iowa,delta1a-02A,2016
Missouri,2010.1-02B,2016
North Carolina,alpha-02B,2016
North Carolina,cluster_iva-02B,2016
Iowa,delta1a-02B,2016
Iowa,delta1b-02A,2016
North Carolina,alpha-02B,2016
Indiana,cluster_iva-02B,2016
Iowa,2010.1-02A,2016
Minnesota,alpha-02B,2016
Illinois,delta1a-02B,2016
Iowa,delta1a-02A,2016
Minnesota,delta2-98B,2016
North Carolina,alpha-02B,2016
Iowa,2010.1-02B,2016
Iowa,2010.1-02A,2016
Unknown,delta1b-02A,2016
Colorado,delta1b-02A,2016
Iowa,delta1a-02B,2016
Iowa,2010.1-02A,2016
Iowa,delta1a-02B,2016
Minnesota,2010.1-02A,2016
North Carolina,alpha-02B,2016
Indiana,delta1a-02B,2016
Iowa,delta1b-02A,2016
Iowa,delta2-98B,2016
Minnesota,cluster_ivb-02B,2016
Illinois,2010.1-02A,2016
Illinois,delta1a-02B,2016
Iowa,delta2-98B,2016
Iowa,delta1a-02B,2016
Nebraska,cluster_iva-02B,2016
North Carolina,cluster_ivb-02B,2016
North Carolina,delta2-98B,2016
North Carolina,delta2-98B,2016
Illinois,delta2-98B,2016
Iowa,delta1a-02B,2016
Missouri,2010.1-02B,2016
Iowa,delta1a-02B,2016
Iowa,2010.1-02A,2016
Minnesota,2010.1-02B,2016
North Carolina,alpha-02B,2016
North Carolina,alpha-02B,2016
Oklahoma,delta1a-02B,2016
Iowa,alpha-02B,2016
Iowa,delta1b-02A,2016
Illinois,2010.1-02A,2016
Iowa,gamma-02B,2016
Michigan,cluster_ivb-02B,2016
North Carolina,cluster_iva-02B,2016
Iowa,delta1b-02A,2016
Iowa,delta1a-02B,2016
Minnesota,2010.1-02B,2016
North Carolina,cluster_ivb-02B,2016
Iowa,delta1a-02B,2016
Michigan,cluster_iva-02B,2016
Illinois,delta1a-02B,2016
Iowa,2010.1-02B,2016
Iowa,delta2-98B,2016
North Carolina,delta2-98B,2016
Iowa,delta1b-02A,2016
Iowa,2010.1-02B,2016
Iowa,2010.1-02A,2016
Michigan,delta1a-02B,2016
Iowa,delta1a-02B,2016
Pennsylvania,delta2-98B,2016
Illinois,delta1a-02B,2016
Iowa,delta2-98B,2016
Iowa,delta1b-02A,2016
Iowa,delta1a-02A,2016
Missouri,delta1a-02B,2016
Iowa,delta2-98B,2016
Missouri,2010.1-02A,2016
Nebraska,delta1b-02A,2016
North Carolina,delta2-98B,2016
Iowa,delta1a-02A,2016
Michigan,cluster_ivb-02B,2016
Illinois,delta1a-02B,2016
Arkansas,cluster_iva-02B,2016
Minnesota,2010.1-02A,2016
North Carolina,alpha-02B,2016
California,alpha-02B,2016
Iowa,alpha-02B,2016
Iowa,cluster_iva-02B,2016
Iowa,2010.1-02A,2016
Iowa,delta1b-02A,2016
Iowa,alpha-02B,2016
Minnesota,delta2-98B,2016
South Carolina,delta2-02A,2016
Iowa,cluster_iva-02B,2016
Nebraska,beta-02A,2016
Missouri,2010.1-02A,2016
North Carolina,alpha-02B,2017
Illinois,delta2-98B,2017
Iowa,delta1a-02B,2017
Iowa,2010.1-02A,2017
North Carolina,delta2-98B,2017
North Carolina,delta2-98B,2017
Iowa,delta1a-02B,2017
Nebraska,delta1a-02B,2017
Iowa,delta2-98B,2017
Iowa,delta1b-02A,2017
Missouri,cluster_ivb-02B,2017
Iowa,2010.1-02A,2017
Nebraska,delta1b-02A,2017
North Carolina,delta2-98B,2017
Iowa,delta1a-02B,2017
Iowa,delta1a-02B,2017
Indiana,cluster_ivb-02B,2017
Missouri,delta1a-02A,2017
North Carolina,gamma-98B,2017
North Carolina,delta2-98B,2017
Oklahoma,2010.1-02A,2017
Iowa,delta2-98B,2017
North Carolina,alpha-02B,2017
Iowa,2010.1-02B,2017
Minnesota,2010.1-02B,2017
Missouri,2010.1-02A,2017
North Carolina,delta2-98B,2017
Illinois,cluster_ivc-02B,2017
Indiana,cluster_iva-02B,2017
Iowa,delta1a-02B,2017
Iowa,delta1a-02B,2017
Michigan,cluster_ivb-02B,2017
North Carolina,delta2-98B,2017
North Carolina,alpha-02B,2017
North Carolina,delta2-98B,2017
Indiana,delta1a-02B,2017
Illinois,delta1a-02B,2017
Ohio,2010.1-02A,2017
Illinois,delta2-98B,2017
North Carolina,delta2-98B,2017
Nebraska,cluster_iva-02B,2017
South Dakota,delta1b-02A,2017
Illinois,delta1b-02A,2017
Missouri,2010.1-02A,2017
North Carolina,delta2-98B,2017
South Carolina,delta2-02A,2017
Iowa,delta1b-02A,2017
Oklahoma,2010.1-02A,2017
Illinois,delta1a-02B,2017
Iowa,delta1a-02B,2017
Iowa,delta1a-02B,2017
Missouri,2010.1-02A,2017
Nebraska,delta1b-02A,2017
Iowa,2010.1-02B,2017
Iowa,cluster_iva-02B,2017
Minnesota,delta1a-02B,2017
Oklahoma,2010.1-02A,2017
Missouri,2010.1-02B,2017
Illinois,2010.1-02A,2017
Illinois,2010.1-02A,2017
Illinois,2010.1-02A,2017
Illinois,delta1a-02B,2017
Illinois,delta1a-02B,2017
Iowa,2010.1-02A,2017
Missouri,2010.1-02A,2017
Indiana,delta1a-02B,2017
Indiana,delta2-98B,2017
Iowa,2010.1-02A,2017
North Carolina,delta2-98B,2017
North Carolina,delta2-98B,2017
South Dakota,2010.1-02A,2017
Iowa,delta1a-02B,2017
North Carolina,alpha-02B,2017
North Carolina,delta2-98B,2017
North Carolina,delta2-98B,2017
Iowa,delta1a-02B,2017
Iowa,delta1a-02B,2017
Iowa,2010.1-02B,2017
Iowa,delta1a-02A,2017
Iowa,delta1a-02B,2017
South Dakota,2010.1-02A,2017
Minnesota,alpha-02B,2017
Unknown,2010.1-02A,2017
Iowa,delta1a-02B,2017
Iowa,2010.1-02A,2017
Iowa,alpha-02B,2017
Iowa,2010.1-02B,2017
Iowa,delta1b-02B,2017
Ohio,2010.1-02A,2017
Illinois,delta1a-98B,2017
Iowa,delta1a-02B,2017
Wisconsin,delta1a-02B,2017
Illinois,delta1a-02B,2017
Nebraska,gamma-02B,2017
North Carolina,delta2-98B,2017
Illinois,delta1a-02B,2017
Indiana,delta2-98B,2017
Iowa,2010.1-02B,2017
Minnesota,alpha-02B,2017
Nebraska,cluster_iva-02A,2017
Iowa,delta2-98B,2017
Nebraska,beta-02A,2017
North Carolina,delta2-98B,2017
North Carolina,delta2-98B,2017
Illinois,delta2-98B,2017
Missouri,delta1a-02B,2017
North Carolina,delta2-98B,2017
North Carolina,delta2-98B,2017
South Dakota,cluster_iva-02A,2017
Minnesota,2010.1-02A,2017
Iowa,delta1a-02B,2017
Iowa,cluster_iv-02A,2017
Missouri,2010.1-02A,2017
Missouri,2010.1-02A,2017
North Carolina,delta2-98B,2017
Indiana,delta1a-02B,2017
Iowa,2010.1-02B,2017
Iowa,2010.1-02B,2017
Iowa,delta1a-02A,2017
Illinois,delta1a-02B,2017
Illinois,delta2-98B,2017
Iowa,delta1a-02A,2017
North Carolina,alpha-02B,2017
North Carolina,alpha-02B,2017
Kansas,alpha-02B,2017
Minnesota,2010.1-02A,2017
Iowa,delta1a-02B,2017
Nebraska,delta1a-02A,2017
North Carolina,alpha-02B,2017
Ohio,2010.1-02A,2017
South Carolina,delta2-02A,2017
Iowa,delta1b-02A,2017
North Carolina,delta2-98B,2017
Pennsylvania,delta2-98B,2017
Iowa,2010.1-02A,2017
Iowa,delta1b-02A,2017
North Carolina,delta2-98B,2017
Iowa,2010.1-02A,2017
North Carolina,alpha-02B,2017
Illinois,delta1a-02B,2017
Indiana,delta1a-02B,2017
Iowa,cluster_ivb-02B,2017
Iowa,delta1a-02B,2017
Indiana,delta1a-02B,2017
Iowa,delta1b-02A,2017
Iowa,delta1b-02A,2017
Iowa,delta1a-02B,2017
Iowa,2010.1-02A,2017
Iowa,delta2-98B,2017
Michigan,delta1a-02B,2017
North Carolina,delta2-98B,2017
Iowa,2010.1-02B,2017
Iowa,2010.1-02A,2017
Iowa,alpha-02B,2017
Indiana,cluster_iva-02B,2017
Indiana,2010.2-human_seasonal,2017
Missouri,2010.1-02A,2017
North Carolina,delta2-98B,2017
Iowa,2010.1-02B,2017
Iowa,alpha-02B,2017
Iowa,2010.1-02A,2017
North Carolina,cluster_ivb-02B,2017
Iowa,delta1a-02B,2017
Iowa,delta1a-02B,2017
Oklahoma,2010.2-human_seasonal,2017
North Carolina,delta2-98B,2017
Iowa,2010.1-02A,2017
Illinois,delta2-98B,2017
Iowa,delta1a-02B,2017
Iowa,alpha-02B,2017
Iowa,delta1a-02B,2017
Iowa,cluster_iva-02B,2017
Minnesota,cluster_ivc-02B,2017
Nebraska,cluster_iva-02A,2017
Iowa,alpha-02B,2017
Iowa,delta1a-02B,2017
Iowa,cluster_iva-02B,2017
Iowa,2010.1-02A,2017
Iowa,delta1a-02B,2017
Illinois,2010.1-02B,2017
Illinois,2010.1-02B,2017
Iowa,alpha-02B,2017
Iowa,2010.1-02A,2017
Indiana,2010.1-02A,2017
North Carolina,delta2-98B,2017
Illinois,delta1a-02B,2017
Iowa,alpha-02B,2017
Iowa,2010.1-02A,2017
Iowa,2010.1-02B,2017
Iowa,2010.1-02A,2017
Nebraska,delta1a-02B,2017
North Carolina,alpha-02B,2017
Iowa,delta1a-02B,2017
Minnesota,delta1a-02B,2017
Ohio,alpha-02B,2017
Nebraska,cluster_iva-02B,2017
Pennsylvania,alpha-02B,2017
Iowa,2010.1-02B,2017
Iowa,cluster_ivb-02B,2017
Iowa,delta1a-02B,2017
Pennsylvania,delta2-98B,2017
Kansas,cluster_iva-02A,2017
Iowa,delta1a-02B,2017
Iowa,2010.1-02A,2017
Nebraska,cluster_iva-02A,2017
Iowa,2010.1-02A,2017
North Carolina,alpha-02B,2017
North Carolina,alpha-02B,2017
Iowa,delta1a-02B,2017
Minnesota,2010.1-02A,2017
Iowa,delta1a-02B,2017
Iowa,delta1a-02B,2017
Iowa,delta1a-02B,2017
Illinois,delta1a-02B,2017
Iowa,delta1a-02B,2017
North Carolina,cluster_ivb-02B,2017
Iowa,delta1b-02A,2017
Nebraska,delta1b-02A,2017
Iowa,2010.1-02A,2017
Indiana,alpha-02B,2017
Iowa,2010.1-02A,2017
Iowa,delta1a-02B,2017
Minnesota,2010.1-02A,2017
Missouri,delta1a-02A,2017
North Carolina,2010.1-02B,2017
Illinois,delta1b-98A,2017
Iowa,2010.1-02B,2017
Minnesota,2010.1-02A,2017
Michigan,cluster_ivb-02B,2017
Indiana,delta1a-02B,2017
Iowa,2010.1-02B,2017
Michigan,gamma-02A,2017
Minnesota,2010.1-02A,2017
Oklahoma,2010.2-human_seasonal,2017
Minnesota,2010.1-02B,2017
Ohio,cluster_iva-02B,2017
Nebraska,delta1b-02A,2017
North Carolina,alpha-02B,2017
Iowa,delta1b-02A,2017
North Carolina,alpha-02B,2017
Oklahoma,2010.2-human_seasonal,2017
Iowa,delta2-98B,2017
Iowa,delta1a-02B,2017
Minnesota,2010.1-02B,2017
Oklahoma,2010.2-human_seasonal,2017
Iowa,gamma-02A,2017
Indiana,delta1a-02B,2017
Iowa,delta2-98B,2017
Iowa,delta1a-02A,2017
North Carolina,alpha-02B,2017
Iowa,delta2-98B,2017
Iowa,2010.1-02B,2017
Missouri,cluster_iva-02B,2017
Iowa,delta2-98B,2017
Iowa,2010.1-02B,2017
Iowa,2010.1-02B,2017
Nebraska,cluster_iva-02A,2017
Unknown,delta2-98B,2017
Iowa,2010.1-02B,2017
Iowa,delta1b-02A,2017
Pennsylvania,2010.1-02A,2017
Iowa,2010.1-02B,2017
Iowa,2010.1-02A,2017
Iowa,delta1a-02B,2017
Iowa,delta1a-02B,2017
Iowa,2010.1-02B,2017
Ohio,2010.1-02A,2017
South Dakota,delta2-98B,2017
Iowa,delta2-98B,2017
Iowa,delta1a-02A,2017
Nebraska,cluster_iva-02B,2017
Iowa,delta1a-02B,2017
Minnesota,2010.1-02A,2017
North Carolina,alpha-02B,2017
Nebraska,cluster_iva-02A,2017
North Carolina,delta2-98B,2017
Pennsylvania,delta2-98B,2017
Nebraska,gamma-02A,2017
Illinois,delta1a-02B,2017
Iowa,cluster_iva-02B,2017
Unknown,delta2-98B,2017
North Carolina,delta2-98B,2017
Nebraska,delta1b-02A,2017
Nebraska,alpha-02B,2017
North Carolina,delta2-98B,2017
Iowa,2010.1-02B,2017
Nebraska,delta1a-02B,2017
Ohio,2010.1-02B,2017
Wisconsin,2010.1-02B,2017
Iowa,delta1a-02B,2017
Ohio,2010.1-02B,2017
Oklahoma,delta1a-02A,2017
North Carolina,alpha-02B,2017
North Carolina,alpha-02B,2017
Iowa,alpha-02B,2017
North Carolina,alpha-02B,2017
Unknown,delta1a-02B,2017
Illinois,2010.1-02B,2017
Iowa,delta1a-02B,2017
Missouri,delta1a-02B,2017
Ohio,2010.1-02B,2017
Iowa,2010.1-02B,2017
Kansas,cluster_ivb-02B,2017
North Carolina,cluster_ivb-02B,2017
Iowa,delta1a-02B,2017
Iowa,2010.1-02A,2017
Missouri,delta1b-02B,2017
Indiana,delta2-98B,2017
Iowa,2010.1-02B,2017
Ohio,2010.1-02B,2017
Ohio,2010.1-02B,2017
Iowa,2010.1-02B,2017
Iowa,2010.1-02A,2017
Iowa,2010.1-02A,2017
North Carolina,delta2-98B,2017
North Carolina,delta2-98B,2017
Minnesota,delta1a-02B,2017
Ohio,delta2-02B,2017
Ohio,delta2-02B,2017
Oklahoma,delta1b-02B,2017
Iowa,delta1b-02A,2017
Iowa,delta1a-02B,2017
Iowa,delta2-98B,2017
Iowa,2010.1-02B,2017
Illinois,delta1a-02B,2017
Iowa,2010.1-02B,2017
Iowa,2010.1-02A,2017
Iowa,delta1b-02A,2017
Iowa,2010.1-02B,2017
Iowa,delta1a-02B,2017
North Carolina,cluster_ivb-98B,2017
Iowa,2010.1-02A,2017
Nebraska,cluster_iva-02B,2017
South Dakota,delta1b-02A,2017
Minnesota,2010.1-02A,2017
Iowa,delta2-98B,2017
North Carolina,delta2-98B,2017
Iowa,2010.1-02B,2017
Kansas,delta1a-02B,2017
North Carolina,alpha-02B,2017
Iowa,delta1a-02A,2017
Nebraska,delta1a-02B,2017
Illinois,delta2-98B,2017
Iowa,delta1a-02B,2017
Iowa,delta1a-02B,2017
Minnesota,delta2-98B,2017
Iowa,delta1b-02A,2017
Iowa,delta1a-02B,2017
Minnesota,delta2-98B,2017
Missouri,delta2-98B,2017
North Carolina,2010.1-02B,2017
North Carolina,2010.1-02B,2017
North Carolina,alpha-02B,2017
North Carolina,alpha-02B,2017
Oklahoma,delta1a-02B,2017
Texas,alpha-02B,2017
Maryland,2010.1-02B,2017
Maryland,2010.1-02B,2017
Iowa,2010.1-02B,2017
Minnesota,delta1a-02B,2017
Ohio,2010.1-02A,2017
Unknown,alpha-02B,2017
Iowa,delta1b-02A,2017
Iowa,delta1b-02A,2017
Iowa,2010.1-02B,2017
Iowa,delta1a-02B,2017
North Carolina,delta2-98B,2017
Illinois,delta1a-02B,2017
Illinois,delta1a-02B,2017
Illinois,alpha-02B,2017
Iowa,delta1a-02B,2017
Minnesota,2010.1-02A,2017
Texas,cluster_iva-02B,2017
South Dakota,delta1b-02A,2017
Maryland,2010.1-02B,2017
Maryland,2010.1-02B,2017
Texas,cluster_iva-02B,2017
Minnesota,2010.1-02B,2017
Minnesota,delta1b-02A,2017
Minnesota,delta1a-02B,2017
Oklahoma,2010.2-human_seasonal,2017
Iowa,delta1a-02A,2017
Iowa,delta1a-02A,2017
North Carolina,alpha-02B,2017
North Carolina,delta2-98B,2017
Oklahoma,2010.2-human_seasonal,2017
Colorado,delta1a-98A,2017
Iowa,delta1a-02B,2017
North Carolina,delta2-98B,2017
South Dakota,alpha-02B,2017
South Dakota,alpha-02B,2017
Illinois,delta1a-02B,2017
North Carolina,2010.1-02B,2017
Illinois,delta1a-02B,2017
Iowa,alpha-02B,2017
Iowa,delta1a-02B,2017
Nebraska,delta2-98B,2017
North Carolina,alpha-02B,2017
North Carolina,alpha-02B,2017
Illinois,delta1a-02B,2017
Iowa,2010.1-02B,2017
Minnesota,2010.1-02A,2017
Minnesota,cluster_ivb-02B,2017
North Carolina,cluster_ivb-02B,2017
Iowa,delta2-98B,2017
Minnesota,delta1b-02A,2017
Pennsylvania,delta2-98B,2017
Illinois,alpha-02B,2017
Minnesota,delta1a-02A,2017
Illinois,alpha-02B,2017
Minnesota,delta1a-02B,2017
Minnesota,2010.1-02A,2017
Ohio,cluster_iva-02B,2017
Illinois,delta1a-02B,2017
Iowa,alpha-02B,2017
Iowa,2010.1-02B,2017
Iowa,delta1b-02A,2017
Iowa,2010.1-02B,2017
Iowa,alpha-02B,2017
Minnesota,delta1b-02A,2017
Minnesota,cluster_iva-02B,2017
Illinois,2010.1-02B,2017
Iowa,delta1a-02A,2017
Iowa,2010.1-02B,2017
Unknown,delta1a-02B,2017
Iowa,2010.1-02B,2017
Minnesota,delta1a-02B,2017
Minnesota,delta1b-02A,2017
Nebraska,alpha-02B,2017
Iowa,delta1a-02B,2017
Iowa,cluster_iva-02B,2017
Iowa,2010.1-02B,2017
Iowa,2010.1-02B,2017
Minnesota,2010.1-02B,2017
Nebraska,cluster_iva-02A,2017
Iowa,2010.1-02B,2017
North Carolina,delta2-98B,2017
North Carolina,alpha-02B,2017
Iowa,2010.1-02B,2017
Minnesota,2010.1-02B,2017
Nebraska,cluster_iva-02A,2017
North Carolina,delta2-98B,2017
Illinois,delta2-98B,2017
Iowa,2010.1-02A,2017
Iowa,delta1a-02A,2017
Oklahoma,delta1a-02B,2017
Illinois,delta1a-02B,2017
Minnesota,2010.1-02B,2017
Florida,2010.2-human_seasonal,2017
Unknown,alpha-02B,2017
Iowa,2010.1-02B,2017
North Carolina,2010.1-02B,2017
North Carolina,2010.1-02B,2017
Iowa,delta1a-02B,2017
Iowa,delta1a-02B,2017
Iowa,delta1a-02B,2017
Texas,alpha-02B,2017
Texas,alpha-02B,2017
Missouri,2010.1-02A,2017
North Carolina,2010.1-02B,2017
Illinois,alpha-02B,2017
Missouri,2010.1-02B,2017
Iowa,2010.1-02A,2017
Iowa,2010.1-02B,2017
Minnesota,delta1a-02B,2017
Minnesota,delta1a-02B,2017
Indiana,delta2-98B,2017
Iowa,2010.1-02A,2017
Iowa,2010.1-02B,2017
Minnesota,2010.1-02B,2017
North Carolina,cluster_iva-02B,2017
Pennsylvania,delta2-98B,2017
Minnesota,delta1a-02B,2017
Nebraska,delta1a-02B,2017
Illinois,delta1a-02B,2017
Unknown,delta1a-02B,2017
Iowa,delta1a-02B,2017
Ohio,2010.1-02B,2017
Iowa,delta2-98B,2017
Iowa,delta1b-02A,2017
Missouri,2010.1-02B,2017
Nebraska,2010.1-02B,2017
Ohio,2010.1-02A,2017
Pennsylvania,delta2-98B,2017
Minnesota,alpha-02B,2017
Missouri,2010.1-02A,2017
Oklahoma,delta1a-02A,2017
Oklahoma,delta1a-02B,2017
Iowa,delta2-98B,2017
Minnesota,2010.1-02A,2017
Minnesota,alpha-02B,2017
Nebraska,delta1b-02B,2017
Oklahoma,delta1a-02B,2017
Illinois,delta1a-02B,2017
Iowa,alpha-02B,2017
Iowa,2010.1-02A,2017
Nebraska,delta1a-02B,2017
Ohio,delta1a-02B,2017
Indiana,delta2-98B,2017
Iowa,2010.1-02B,2017
Iowa,cluster_iva-02B,2017
Illinois,2010.1-02B,2017
Iowa,delta2-98B,2017
Iowa,alpha-02B,2017
Iowa,delta2-98B,2017
Minnesota,2010.1-02B,2017
Minnesota,2010.1-02B,2017
Missouri,delta1a-02A,2017
North Carolina,2010.1-02B,2017
Unknown,delta1a-02B,2017
Indiana,delta1a-02B,2017
Kansas,alpha-02B,2017
Missouri,cluster_ivb-02B,2017
Ohio,2010.1-02A,2017
Minnesota,2010.1-02B,2017
North Carolina,delta2-98B,2017
Illinois,alpha-02B,2017
Iowa,delta1b-02A,2017
Iowa,delta1b-02A,2017
Nebraska,2010.1-02B,2017
Iowa,2010.1-02B,2017
South Dakota,delta1b-02A,2017
South Dakota,cluster_iva-02B,2017
Indiana,delta1a-02B,2017
Missouri,2010.1-02A,2017
North Carolina,delta2-98B,2017
Iowa,delta2-98B,2017
South Dakota,cluster_iva-02B,2017
Iowa,2010.1-02B,2017
Iowa,2010.1-02B,2017
Iowa,delta2-98B,2017
Missouri,gamma-02A,2017
Missouri,gamma-02A,2017
Iowa,2010.1-02B,2017
Nebraska,cluster_ivb-02B,2017
Iowa,delta2-98B,2017
North Carolina,cluster_ivb-98B,2017
Illinois,delta2-98B,2017
Nebraska,cluster_iva-02A,2017
Oklahoma,alpha-02B,2017
Illinois,delta1a-02B,2017
Iowa,2010.1-02B,2017
Iowa,2010.1-02B,2017
Pennsylvania,delta2-98B,2017
Iowa,cluster_iva-02A,2017
Iowa,2010.1-02B,2017
North Carolina,2010.1-02B,2017
Arkansas,2010.2-human_seasonal,2017
Iowa,2010.1-02A,2017
Iowa,2010.1-02B,2017
Iowa,2010.1-02B,2017
Oklahoma,2010.2-human_seasonal,2017
South Dakota,delta1b-02A,2017
South Dakota,delta1b-02A,2017
Utah,2010.1-02B,2017
Iowa,delta1b-02A,2017
Iowa,2010.1-02A,2017
Minnesota,2010.1-02B,2017
Minnesota,2010.1-02B,2017
North Carolina,delta2-98B,2017
South Dakota,delta1b-02A,2017
Arkansas,2010.1-02A,2017
Iowa,delta2-98B,2017
Iowa,2010.1-02B,2017
North Carolina,delta2-98B,2017
Illinois,delta1a-02B,2017
Minnesota,2010.1-02B,2017
Iowa,2010.1-02B,2017
Nebraska,cluster_ivb-02B,2017
Ohio,2010.1-02A,2017
Minnesota,2010.1-02B,2017
Minnesota,cluster_ivc-02B,2017
Nebraska,delta1a-02B,2017
Iowa,delta1a-02B,2017
North Carolina,delta2-98B,2017
Illinois,delta1a-02B,2018
Iowa,2010.1-02B,2018
Iowa,delta2-98B,2018
Illinois,delta2-98B,2018
Iowa,delta2-98B,2018
Iowa,unknown-1998,2018
Iowa,delta1a-02B,2018
Indiana,delta1a-02B,2018
Iowa,2010.1-02A,2018
Nebraska,2010.1-02B,2018
North Carolina,2010.1-02B,2018
Ohio,alpha-02B,2018
South Dakota,delta1b-02A,2018
Iowa,delta2-98B,2018
Iowa,delta1a-02A,2018
Iowa,2010.1-02A,2018
Nebraska,2010.1-02B,2018
South Dakota,2010.1-02A,2018
Iowa,delta2-98B,2018
Minnesota,2010.1-02B,2018
Nebraska,cluster_ivb-1998,2018
Illinois,2010.1-02B,2018
Iowa,delta2-98B,2018
Minnesota,2010.1-02B,2018
North Carolina,2010.1-02B,2018
North Carolina,delta1a-02B,2018
North Carolina,2010.1-02B,2018
North Carolina,2010.1-02B,2018
North Carolina,delta2-98B,2018
Nebraska,delta1a-02B,2018
North Carolina,2010.1-02B,2018
Minnesota,delta1b-02A,2018
